gene,gene_length,KRutLoading,kRiboLoading,final_mse,final_rms,generations,early_stopped,wall_time
ykfM,480,0.13,0.0,0.329705,0.5742,50,True,23.3
fxsA,477,0.13,0.16399999999999998,2.004465,1.4158,191,True,147.6
bfr,477,0.13,0.148,2.481460,1.5753,155,True,167.1
greA,477,0.13,0.506,2.070574,1.4389,161,True,95.1
racR,477,0.13,0.074,1.708733,1.3072,121,True,101.4
greB,477,0.13,0.174,1.633725,1.2782,191,True,153.1
ratA,477,0.13,0.0,1.865853,1.3660,153,True,101.6
ybhB,477,0.13,0.1,2.577064,1.6053,150,True,114.5
rsd,477,0.13,0.08399999999999999,2.005173,1.4160,181,True,165.9
ykfG,477,0.13,0.0,0.469763,0.6854,31,True,14.2
agaV,474,0.13,0.0,0.482577,0.6947,140,True,65.2
ybjN,477,0.13,0.198,1.420070,1.1917,204,True,149.7
creA,474,0.13,0.314,1.595014,1.2629,178,True,108.6
sbmC,474,0.13,0.0,1.239130,1.1132,169,True,81.7
ivy,474,0.13,0.392,1.398836,1.1827,219,True,137.2
smg,474,0.13,0.024,2.118860,1.4556,165,True,119.1
trmL,474,0.13,0.32999999999999996,1.884890,1.3729,199,True,136.9
yiaM,474,0.13,0.0,0.745352,0.8633,136,True,61.8
yjjB,474,0.13,0.0,0.892781,0.9449,121,True,58.6
ysaA,474,0.13,0.0,1.219484,1.1043,324,True,171.8
accB,471,0.13,0.434,0.911193,0.9546,242,True,172.1
atpF,471,0.13,0.088,1.127446,1.0618,164,True,142.3
argR,471,0.13,0.306,1.550401,1.2452,214,True,177.5
cynS,471,0.13,0.0,0.581517,0.7626,50,True,23.7
bcp,471,0.13,0.546,2.793353,1.6713,135,True,118.8
ppdA,471,0.13,0.0,0.974013,0.9869,112,True,54.1
hycI,471,0.13,0.16599999999999998,1.742412,1.3200,224,True,155.5
ribE,471,0.13,0.418,1.552923,1.2462,102,True,72.0
vsr,471,0.13,0.0,1.950538,1.3966,210,True,109.4
ylaC,471,0.13,0.3,1.220534,1.1048,138,True,85.6
yehS,471,0.13,0.294,1.455250,1.2063,247,True,183.1
cbrB,468,0.13,0.0,0.959172,0.9794,214,True,109.0
mntR,468,0.13,0.178,1.351470,1.1625,162,True,103.1
rlmH,468,0.13,0.072,3.829240,1.9568,148,True,129.1
rnhA,468,0.13,0.286,1.068581,1.0337,203,True,164.4
secB,468,0.13,0.484,1.401798,1.1840,162,True,120.4
ybeY,468,0.13,0.18,1.295160,1.1381,162,True,143.4
yfjT,468,0.13,0.0,0.662403,0.8139,88,True,43.9
yiaL,468,0.13,0.0,0.529860,0.7279,100,True,47.0
slyB,468,0.13,0.40800000000000003,1.104267,1.0508,379,True,318.5
yigI,468,0.13,0.354,3.139735,1.7719,143,True,113.3
ykfB,468,0.13,0.0,1.965802,1.4021,178,True,94.9
fliL,465,0.13,0.0,1.060105,1.0296,245,True,115.5
nlpC,465,0.13,0.142,2.333108,1.5275,107,True,112.2
nrdG,465,0.13,0.0,1.360908,1.1666,143,True,76.4
ulaC,465,0.13,0.0,0.431018,0.6565,39,True,17.4
soxR,465,0.13,0.0,1.309080,1.1442,245,True,154.8
yhcH,465,0.13,0.0,0.741411,0.8611,121,True,55.7
yhaV,465,0.13,0.152,1.126616,1.0614,209,True,165.9
elaA,462,0.13,0.372,1.036592,1.0181,145,True,94.1
hycA,462,0.13,0.0,0.565800,0.7522,32,True,14.1
gspM,462,0.13,0.0,0.724660,0.8513,211,True,94.9
pyrI,462,0.13,0.354,0.904228,0.9509,213,True,161.3
nudJ,462,0.13,0.16799999999999998,1.170165,1.0817,206,True,178.4
rzpD,462,0.13,0.0,0.487062,0.6979,64,True,27.4
tsaE,462,0.13,0.0,2.028639,1.4243,176,True,100.7
ycgN,462,0.13,0.27799999999999997,4.186641,2.0461,154,True,109.5
yegJ,462,0.13,0.0,0.400107,0.6325,94,True,41.4
yehR,462,0.13,0.0,0.586857,0.7661,47,True,21.5
yibG,462,0.13,0.0,0.803494,0.8964,84,True,41.0
ymfA,462,0.13,0.0,1.489841,1.2206,110,True,55.1
yjiG,462,0.13,0.006,0.702964,0.8384,137,True,85.1
gpt,459,0.13,0.64,2.728923,1.6519,122,True,122.7
asnC,459,0.13,0.49800000000000005,1.497103,1.2236,218,True,158.7
mgsA,459,0.13,0.48200000000000004,1.532827,1.2381,170,True,109.0
yafX,459,0.13,0.0,0.391088,0.6254,31,True,13.8
mraZ,459,0.13,0.012,1.143114,1.0692,181,True,122.0
yaiI,459,0.13,0.21000000000000002,1.696753,1.3026,173,True,141.3
ybaO,459,0.13,0.13999999999999999,2.332811,1.5274,257,True,230.9
ybbJ,459,0.13,0.0,1.367875,1.1696,234,True,123.1
yfjX,459,0.13,0.0,0.489200,0.6994,117,True,52.0
ychJ,459,0.13,0.126,2.021162,1.4217,126,True,92.2
csgA,456,0.13,0.0,0.951515,0.9755,138,True,72.3
yobD,459,0.13,0.11399999999999999,1.225561,1.1071,154,True,118.4
csgB,456,0.13,0.0,0.415661,0.6447,33,True,14.3
dksA,456,0.13,0.462,1.310490,1.1448,200,True,146.3
dut,456,0.13,0.312,1.424507,1.1935,194,True,140.8
ybcN,456,0.13,0.0,1.490585,1.2209,200,True,91.6
fabZ,456,0.13,0.384,1.424871,1.1937,197,True,130.6
yfbV,456,0.13,0.364,1.844598,1.3582,179,True,141.1
gatA,453,0.13,0.128,1.154276,1.0744,255,True,204.3
matP,453,0.13,0.292,1.433382,1.1972,219,True,185.1
moaE,453,0.13,0.158,1.116011,1.0564,235,True,191.0
phnG,453,0.13,0.0,0.375894,0.6131,40,True,17.4
nudB,453,0.13,0.012,1.258185,1.1217,228,True,180.7
rimP,453,0.13,0.148,2.858909,1.6908,158,True,87.3
yafP,453,0.13,0.0,1.009390,1.0047,217,True,111.6
tabA,453,0.13,0.458,1.278354,1.1306,246,True,156.9
yicN,453,0.13,0.0,1.668997,1.2919,123,True,66.5
ydaY,453,0.13,0.0,0.934022,0.9664,187,True,95.1
ebgC,450,0.13,0.0,0.515418,0.7179,60,True,25.8
alaE,450,0.13,0.0,0.836027,0.9143,217,True,76.4
napB,450,0.13,0.0,0.679921,0.8246,111,True,48.8
fkpB,450,0.13,0.1,1.365170,1.1684,197,True,122.2
nrdR,450,0.13,0.092,1.772977,1.3315,141,True,97.3
rpiB,450,0.13,0.0,0.781360,0.8839,132,True,61.9
ydcZ,450,0.13,0.0,1.527384,1.2359,253,True,137.9
rplI,450,0.13,0.33999999999999997,1.483381,1.2179,256,True,216.7
ygaU,450,0.13,0.248,1.080168,1.0393,139,True,94.9
yfeZ,450,0.13,0.052000000000000005,1.330568,1.1535,213,True,173.3
yidI,450,0.13,0.0,1.404730,1.1852,149,True,64.1
yqcA,450,0.13,0.236,2.412400,1.5532,147,True,106.2
etp,447,0.13,0.0,1.004144,1.0021,65,True,29.3
yifN,449,0.13,0.0,1.122299,1.0594,178,True,94.4
frvA,447,0.13,0.0,0.586708,0.7660,98,True,42.3
fur,447,0.13,0.22000000000000003,7.133242,2.6708,166,True,137.4
rimI,447,0.13,0.10200000000000001,1.262408,1.1236,194,True,168.5
yeaL,447,0.13,0.0,1.344144,1.1594,159,True,71.4
yccF,447,0.13,0.18,2.725557,1.6509,174,True,162.0
yeeS,447,0.13,0.0,0.590446,0.7684,131,True,56.3
cmtB,444,0.13,0.0,0.633326,0.7958,118,True,50.2
fliJ,444,0.13,0.0,2.058568,1.4348,179,True,106.8
csdE,444,0.13,0.258,2.357976,1.5356,170,True,146.4
holC,444,0.13,0.022,2.358479,1.5357,112,True,75.3
mioC,444,0.13,0.122,1.665367,1.2905,124,True,107.0
rzpR,444,0.13,0.0,0.366054,0.6050,36,True,15.6
wzb,444,0.13,0.0,0.334566,0.5784,54,True,23.0
nuoA,444,0.13,0.156,9.153208,3.0254,108,True,85.5
yfjS,444,0.13,0.0,0.455615,0.6750,91,True,39.3
yafY,444,0.13,0.0,0.685560,0.8280,151,True,80.5
yhbP,444,0.13,0.0,1.841615,1.3571,161,True,74.7
yjdN,444,0.13,0.0,0.459107,0.6776,85,True,37.7
yjaB,444,0.13,0.0,0.988783,0.9944,171,True,82.5
hofO,441,0.13,0.0,0.639655,0.7998,124,True,53.4
ppdD,441,0.13,0.0,0.944564,0.9719,170,True,71.8
yadI,441,0.13,0.0,1.981527,1.4077,136,True,70.7
ycgY,441,0.13,0.0,0.590467,0.7684,49,True,20.5
yagN,441,0.13,0.8779999999999999,1.413954,1.1891,139,True,91.3
yfdK,441,0.13,0.0,0.521851,0.7224,134,True,61.2
ydgK,441,0.13,0.08,2.143647,1.4641,132,True,112.1
yhhA,441,0.13,0.0,0.900418,0.9489,171,True,80.0
yiaC,441,0.13,0.0,1.401264,1.1838,133,True,67.4
yibV,439,0.13,0.0,0.492822,0.7020,112,True,46.7
dtd,438,0.13,0.308,13.658841,3.6958,70,True,44.4
yiiR,441,0.13,0.172,1.123392,1.0599,174,True,145.8
tfaD,438,0.13,0.0,0.454403,0.6741,31,True,13.0
gspG,438,0.13,0.0,0.548981,0.7409,123,True,52.0
yiaA,438,0.13,0.0,0.618545,0.7865,115,True,52.0
phnO,435,0.13,0.0,0.647441,0.8046,151,True,68.4
marR,435,0.13,0.06,1.285210,1.1337,178,True,133.0
slyA,435,0.13,0.27799999999999997,1.459011,1.2079,152,True,97.5
rplO,435,0.13,0.16,1.448552,1.2036,186,True,155.5
uspA,435,0.13,0.596,1.040956,1.0203,149,True,108.3
insP,432,0.13,0.0,0.668357,0.8175,52,True,21.6
uspF,435,0.13,0.0,1.534037,1.2386,188,True,104.5
osmC,432,0.13,0.0,1.481888,1.2173,125,True,58.2
ndk,432,0.13,0.73,2.191862,1.4805,161,True,140.1
sgcA,432,0.13,0.0,1.129128,1.0626,167,True,75.6
ibpB,429,0.13,0.11399999999999999,1.392583,1.1801,164,True,98.5
yibN,432,0.13,0.238,1.589134,1.2606,168,True,133.0
rplM,429,0.13,0.238,1.124093,1.0602,141,True,116.1
rplK,429,0.13,0.27599999999999997,1.378686,1.1742,244,True,188.6
tolR,429,0.13,0.08199999999999999,2.096797,1.4480,125,True,91.8
uspC,429,0.13,0.0,1.057461,1.0283,151,True,66.2
uspG,429,0.13,0.296,1.425455,1.1939,177,True,143.8
uspD,429,0.13,0.272,2.349776,1.5329,173,True,167.4
arsC,426,0.13,0.0,1.219957,1.1045,158,True,72.5
yqaA,429,0.13,0.004,1.341968,1.1584,245,True,190.3
exbD,426,0.13,0.11000000000000001,5.674124,2.3820,170,True,181.3
nsrR,426,0.13,0.072,0.940641,0.9699,237,True,147.2
nudI,426,0.13,0.0,1.372795,1.1717,250,True,115.6
yqeK,426,0.13,0.0,0.477025,0.6907,36,True,14.7
ypeA,426,0.13,0.136,1.701048,1.3042,267,True,169.8
zntR,426,0.13,0.274,3.609893,1.9000,172,True,133.3
zraP,426,0.13,0.0,0.818011,0.9044,116,True,52.4
arfB,423,0.13,0.0,1.740265,1.3192,157,True,78.8
fucU,423,0.13,0.32799999999999996,1.778497,1.3336,121,True,63.2
paaI,423,0.13,0.0,0.467000,0.6834,95,True,37.2
hslJ,423,0.13,0.32999999999999996,2.250991,1.5003,156,True,89.6
ydaT,423,0.13,0.0,0.472371,0.6873,108,True,43.4
yphA,423,0.13,0.0,0.951654,0.9755,117,True,50.2
yfbO,423,0.13,0.0,0.693083,0.8325,181,True,83.5
ylbG,422,0.13,0.0,0.869936,0.9327,190,True,109.1
yqiB,423,0.13,0.046,1.016765,1.0083,184,True,154.2
gspB,420,0.13,0.0,1.264071,1.1243,97,True,43.4
atpC,420,0.13,0.09,1.937290,1.3919,176,True,127.2
nusB,420,0.13,0.22400000000000003,1.321306,1.1495,160,True,117.8
rbsD,420,0.13,0.028000000000000004,1.877151,1.3701,129,True,106.2
trxC,420,0.13,0.41600000000000004,2.471831,1.5722,129,True,110.3
umuD,420,0.13,0.0,0.643406,0.8021,171,True,76.6
csgF,417,0.13,0.0,0.768196,0.8765,92,True,38.6
flgB,417,0.13,0.0,2.105873,1.4512,124,True,58.8
hicB,417,0.13,0.0,0.951044,0.9752,120,True,52.3
flgN,417,0.13,0.0,1.288930,1.1353,202,True,97.4
higA,417,0.13,0.0,0.909626,0.9537,167,True,74.8
rraB,417,0.13,0.516,1.361192,1.1667,183,True,119.6
sufE,417,0.13,0.0,1.068874,1.0339,119,True,52.9
yffO,417,0.13,0.0,0.512570,0.7159,168,True,71.8
yjbQ,417,0.13,0.078,1.481910,1.2173,259,True,186.4
entH,414,0.13,0.0,0.911964,0.9550,107,True,44.6
yqgF,417,0.13,0.126,1.667171,1.2912,232,True,190.0
hiuH,414,0.13,0.0,0.732872,0.8561,65,True,25.6
fliN,414,0.13,0.0,1.656525,1.2871,136,True,76.5
holD,414,0.13,0.032,2.736475,1.6542,130,True,88.2
hns,414,0.13,0.908,0.811718,0.9010,218,True,135.6
hyfJ,414,0.13,0.0,0.738753,0.8595,141,True,59.2
ibpA,414,0.13,0.248,1.008772,1.0044,187,True,140.9
pgaD,414,0.13,0.0,0.811816,0.9010,126,True,58.9
msrB,414,0.13,0.466,0.979769,0.9898,324,True,196.8
tfaP,414,0.13,0.0,0.712242,0.8439,199,True,83.5
yccU,414,0.13,0.738,1.086302,1.0423,176,True,98.2
beeE,412,0.13,0.0,0.376104,0.6133,64,True,25.0
yedD,414,0.13,0.5,1.640859,1.2810,140,True,100.4
hycH,411,0.13,0.0,1.042443,1.0210,114,True,55.7
fliS,411,0.13,0.0,0.994545,0.9973,230,True,105.1
mscL,411,0.13,0.314,1.827061,1.3517,139,True,83.0
nrdI,411,0.13,0.041999999999999996,1.296061,1.1384,155,True,116.3
psiE,411,0.13,0.0,1.908297,1.3814,137,True,62.4
rnk,411,0.13,0.614,1.344735,1.1596,231,True,93.1
rplP,411,0.13,0.22599999999999998,1.421702,1.1924,146,True,93.9
ybcV,411,0.13,0.0,0.461217,0.6791,99,True,38.8
ydfO,411,0.13,0.0,0.645504,0.8034,91,True,35.6
ybhQ,411,0.13,0.128,1.354221,1.1637,176,True,132.1
ydiI,411,0.13,0.22799999999999998,1.213555,1.1016,200,True,154.4
cptA,408,0.13,0.0,1.856660,1.3626,187,True,97.9
yghG,411,0.13,0.182,1.289679,1.1356,312,True,193.0
dicA,408,0.13,0.22599999999999998,1.424704,1.1936,115,True,90.6
cueR,408,0.13,0.306,1.149435,1.0721,208,True,131.8
nudG,408,0.13,0.0,0.981022,0.9905,208,True,83.9
gloA,408,0.13,0.636,1.218039,1.1036,208,True,136.4
ygdB,408,0.13,0.0,0.805338,0.8974,158,True,64.3
flgC,405,0.13,0.0,1.053847,1.0266,248,True,111.5
glcG,405,0.13,0.0,1.412059,1.1883,166,True,86.2
hofP,405,0.13,0.0,0.617449,0.7858,147,True,60.6
rcsF,405,0.13,0.508,1.501598,1.2254,156,True,83.3
stpA,405,0.13,0.6559999999999999,1.411952,1.1883,168,True,95.4
yaaI,405,0.13,0.0,0.605496,0.7781,184,True,73.3
ycgX,405,0.13,0.0,0.978875,0.9894,168,True,57.9
ybgC,405,0.13,0.066,2.805975,1.6751,189,True,144.6
yhfA,405,0.13,0.472,1.309131,1.1442,150,True,106.9
crl,402,0.13,0.43200000000000005,1.445482,1.2023,145,True,69.3
yqjE,405,0.13,0.048,1.498149,1.2240,273,True,171.6
hslR,402,0.13,0.066,1.332065,1.1542,255,True,185.8
nikR,402,0.13,0.55,1.265005,1.1247,217,True,130.7
pliG,402,0.13,0.0,0.580105,0.7616,217,True,87.8
yjfI,402,0.13,0.0,0.765290,0.8748,134,True,47.0
rbfA,402,0.13,0.306,1.602133,1.2658,263,True,170.1
ytfA,402,0.13,0.0,0.864673,0.9299,163,True,64.5
fadM,399,0.13,0.0,0.879234,0.9377,151,True,64.4
hyaE,399,0.13,0.0,0.626609,0.7916,133,True,52.6
yafO,399,0.13,0.0,6.697333,2.5879,112,True,97.7
yciA,399,0.13,0.292,8.456385,2.9080,155,True,110.9
ygeO,399,0.13,0.0,0.941067,0.9701,137,True,54.7
yidB,399,0.13,0.34199999999999997,1.599251,1.2646,196,True,105.9
yhcB,399,0.13,0.27,1.333224,1.1547,226,True,167.8
yjfL,399,0.13,0.0,0.584733,0.7647,144,True,56.4
caiF,396,0.13,0.0,0.900853,0.9491,91,True,34.6
yohJ,399,0.13,0.0,1.205663,1.0980,179,True,77.2
mqsA,396,0.13,0.18,1.326125,1.1516,136,True,94.8
frdC,396,0.13,0.142,0.813376,0.9019,193,True,133.8
yecN,396,0.13,0.028000000000000004,4.867045,2.2061,187,True,119.2
rpsF,396,0.13,0.368,2.266832,1.5056,176,True,176.4
yjgH,396,0.13,0.0,0.655118,0.8094,107,True,43.0
ygdD,396,0.13,0.24,1.325323,1.1512,196,True,129.1
yraN,396,0.13,0.01,1.050599,1.0250,193,True,116.9
yrdE,394,0.13,0.0,3.103237,1.7616,270,True,144.5
flhE,393,0.13,0.0,1.840868,1.3568,163,True,83.4
rpsH,393,0.13,0.16,1.819550,1.3489,169,True,88.8
iraD,393,0.13,0.0,0.920238,0.9593,248,True,108.2
ychQ,393,0.13,0.014000000000000002,1.705917,1.3061,107,True,93.4
ydeI,393,0.13,0.0,0.537084,0.7329,36,True,13.3
rpsI,393,0.13,0.292,0.992998,0.9965,198,True,176.1
yffR,393,0.13,0.178,1.059521,1.0293,111,True,77.9
yfeD,393,0.13,0.0,2.577403,1.6054,218,True,135.2
yqjF,393,0.13,0.0,0.594849,0.7713,186,True,68.1
ygiW,393,0.13,0.786,0.716726,0.8466,161,True,88.7
csgE,390,0.13,0.0,0.933231,0.9660,129,True,48.4
cheY,390,0.13,0.0,1.106970,1.0521,148,True,84.6
gcvH,390,0.13,0.614,1.405010,1.1853,133,True,84.2
mutT,390,0.13,0.312,0.967665,0.9837,205,True,143.7
rpsK,390,0.13,0.176,1.728249,1.3146,156,True,134.1
tdcF,390,0.13,0.0,0.510826,0.7147,109,True,41.1
sdhC,390,0.13,0.274,1.209480,1.0998,152,True,128.1
yaeR,390,0.13,0.0,1.247114,1.1167,189,True,81.2
ybaZ,390,0.13,0.0,1.334662,1.1553,168,True,92.2
arnF,387,0.13,0.0,2.055541,1.4337,240,True,90.0
iscU,387,0.13,0.362,1.249142,1.1177,90,True,73.3
rutC,387,0.13,0.0,0.620309,0.7876,82,True,30.0
ridA,387,0.13,0.0,1.093817,1.0459,220,True,106.4
tusD,387,0.13,0.0,2.563890,1.6012,224,True,108.7
yaeH,387,0.13,0.358,1.072143,1.0354,117,True,78.9
bssR,384,0.13,0.0,1.029486,1.0146,169,True,70.8
grcA,384,0.13,0.0,2.064420,1.4368,121,True,58.3
crcB,384,0.13,0.358,1.216804,1.1031,264,True,208.6
marA,384,0.13,0.446,1.425426,1.1939,180,True,116.3
nrfF,384,0.13,0.0,0.650962,0.8068,112,True,42.2
mzrA,384,0.13,0.124,3.471320,1.8631,126,True,100.2
quuD,384,0.13,0.0,0.753506,0.8680,58,True,22.0
panM,384,0.13,0.0,1.332103,1.1542,128,True,68.0
rplQ,384,0.13,0.22400000000000003,3.950519,1.9876,96,True,72.6
secE,384,0.13,0.128,1.002147,1.0011,202,True,123.2
yhhH,384,0.13,0.0,0.667684,0.8171,142,True,58.0
yjaA,384,0.13,0.0,1.570741,1.2533,128,True,63.7
atpI,381,0.13,0.004,1.054501,1.0269,147,True,75.3
acpS,381,0.13,0.11200000000000002,1.812609,1.3463,250,True,191.0
ybgS,381,0.13,0.0,0.846788,0.9202,177,True,71.3
yigF,381,0.13,0.0,1.018531,1.0092,133,True,52.3
panD,381,0.13,0.45199999999999996,1.043720,1.0216,202,True,129.8
yigG,381,0.13,0.0,1.823440,1.3503,118,True,67.8
ytfH,381,0.13,0.0,1.016438,1.0082,157,True,67.5
gspI,378,0.13,0.0,0.617185,0.7856,110,True,40.5
apaG,378,0.13,0.012,1.175967,1.0844,217,True,127.2
ybaN,378,0.13,0.10800000000000001,1.338593,1.1570,167,True,104.0
ybjM,378,0.13,0.0,1.802237,1.3425,138,True,59.1
yffQ,378,0.13,0.0,0.434947,0.6595,56,True,20.0
ycfL,378,0.13,0.018,1.103264,1.0504,169,True,80.9
agaW,375,0.13,0.0,0.490709,0.7005,123,True,44.6
cbtA,375,0.13,0.0,0.547762,0.7401,70,True,25.5
msyB,375,0.13,0.0,0.898834,0.9481,194,True,78.8
rpsL,375,0.13,0.248,1.475521,1.2147,166,True,78.8
yfeK,375,0.13,0.0,1.147586,1.0713,113,True,47.0
tomB,375,0.13,0.004,1.777109,1.3331,145,True,102.6
yobA,375,0.13,0.61,0.977498,0.9887,156,True,74.7
rnlB,372,0.13,0.0,1.466628,1.2110,141,True,64.4
srlB,372,0.13,0.0,0.419454,0.6477,51,True,17.5
rplN,372,0.13,0.136,1.279177,1.1310,149,True,95.7
cbeA,369,0.13,0.0,0.490344,0.7002,59,True,20.3
ybaV,372,0.13,0.0,0.920646,0.9595,201,True,76.7
dgkA,369,0.13,0.324,1.282496,1.1325,202,True,114.6
folB,369,0.13,0.252,2.466631,1.5706,219,True,157.1
sufA,369,0.13,0.0,0.679279,0.8242,189,True,77.2
ybdF,369,0.13,0.0,1.984902,1.4089,122,True,48.2
ybbC,369,0.13,0.0,0.750870,0.8665,206,True,77.5
yffN,369,0.13,0.0,0.667068,0.8167,112,True,38.3
ycgJ,369,0.13,0.312,1.167475,1.0805,137,True,80.4
yhdN,369,0.13,0.05,1.649552,1.2843,135,True,65.8
yqjC,369,0.13,0.426,1.365634,1.1686,124,True,52.6
fliO,366,0.13,0.0,1.413128,1.1888,173,True,69.8
cybC,366,0.13,0.0,1.552896,1.2462,215,True,97.1
fliT,366,0.13,0.0,1.258848,1.1220,122,True,62.5
mdtJ,366,0.13,0.0,5.241195,2.2894,72,True,36.1
ftsL,366,0.13,0.032,2.227377,1.4924,184,True,94.9
rplL,366,0.13,0.592,1.150846,1.0728,166,True,87.6
queD,366,0.13,0.49400000000000005,2.112775,1.4535,155,True,113.2
yfiL,366,0.13,0.0,0.619250,0.7869,112,True,40.3
yedR,366,0.13,0.22799999999999998,1.587325,1.2599,180,True,131.4
yhaH,366,0.13,0.36,1.309089,1.1442,174,True,111.1
yibW,365,0.13,0.0,0.761738,0.8728,167,True,57.0
folX,363,0.13,0.40800000000000003,1.608209,1.2682,174,True,86.7
rusA,363,0.13,0.0,0.509348,0.7137,145,True,50.1
gtrA,363,0.13,0.06999999999999999,1.516474,1.2315,155,True,129.4
yfdP,363,0.13,0.0,0.769610,0.8773,153,True,56.4
yfdS,363,0.13,0.0,0.325556,0.5706,59,True,19.6
yacL,363,0.13,0.282,1.358561,1.1656,171,True,96.9
yhfY,363,0.13,0.0,0.821865,0.9066,152,True,58.7
yibI,363,0.13,0.0,1.057790,1.0285,166,True,57.2
yidG,363,0.13,0.0,0.767752,0.8762,244,True,88.3
yibL,363,0.13,0.8140000000000001,1.141524,1.0684,192,True,102.4
gutM,360,0.13,0.0,0.552884,0.7436,82,True,27.9
hinT,360,0.13,0.5,1.820767,1.3494,128,True,91.2
frdD,360,0.13,0.19,1.374950,1.1726,222,True,132.8
pspC,360,0.13,0.0,1.066719,1.0328,118,True,39.5
rnpA,360,0.13,0.022,1.457677,1.2073,172,True,99.9
tusC,360,0.13,0.0,2.337635,1.5289,160,True,74.2
yeaR,360,0.13,0.0,0.647976,0.8050,90,True,30.7
yhhM,360,0.13,0.124,1.559341,1.2487,118,True,83.6
yfgD,360,0.13,0.704,0.994418,0.9972,287,True,177.8
yijD,360,0.13,0.24,1.196524,1.0939,196,True,121.0
yneG,360,0.13,0.13,1.037966,1.0188,292,True,174.2
rplT,357,0.13,0.238,1.001250,1.0006,240,True,144.4
yafU,357,0.13,0.0,1.121066,1.0588,63,True,22.2
rpsM,357,0.13,0.15,2.187695,1.4791,160,True,107.1
ydiL,357,0.13,0.0,0.695887,0.8342,249,True,79.9
yffB,357,0.13,0.42000000000000004,1.118852,1.0578,153,True,87.6
yebF,357,0.13,0.057999999999999996,2.030090,1.4248,240,True,160.4
yhaI,357,0.13,0.0,0.707620,0.8412,230,True,73.9
arsR,354,0.13,0.0,0.773003,0.8792,204,True,72.0
yjbR,357,0.13,0.246,1.113499,1.0552,196,True,119.0
ybaA,354,0.13,0.0,3.478276,1.8650,114,True,35.6
rplR,354,0.13,0.158,1.812321,1.3462,202,True,145.2
ychN,354,0.13,0.53,1.103304,1.0504,256,True,116.0
ycjD,354,0.13,0.0,1.598904,1.2645,159,True,74.0
ygbA,354,0.13,0.0,1.475771,1.2148,173,True,72.4
yhfU,354,0.13,0.0,0.685507,0.8280,104,True,41.0
chbA,351,0.13,0.0,0.668598,0.8177,208,True,75.4
yjeI,354,0.13,0.346,1.158658,1.0764,174,True,95.0
chpB,351,0.13,0.057999999999999996,1.263894,1.1242,196,True,120.4
flhD,351,0.13,0.192,1.083925,1.0411,188,True,124.2
yrhC,351,0.13,0.0,0.280404,0.5295,38,True,12.2
hypA,351,0.13,0.0,0.841651,0.9174,162,True,61.8
afuB,348,0.13,0.0,1.414389,1.1893,100,True,37.7
grxD,348,0.13,0.776,1.397642,1.1822,104,True,34.5
rplS,348,0.13,0.446,1.053596,1.0264,149,True,80.9
sdhD,348,0.13,0.158,1.237136,1.1123,199,True,110.1
yajD,348,0.13,0.356,3.929529,1.9823,135,True,79.3
yacC,348,0.13,0.184,1.204945,1.0977,279,True,183.0
yeaO,348,0.13,0.0,1.305242,1.1425,174,True,69.2
yidH,348,0.13,0.0,1.753568,1.3242,92,True,34.4
yejG,345,0.13,0.252,1.556368,1.2475,135,True,89.6
erpA,345,0.13,0.434,0.987317,0.9936,265,True,116.5
ygaC,345,0.13,0.0,1.518636,1.2323,125,True,53.2
yfeC,345,0.13,0.0,0.949769,0.9746,304,True,104.9
ymgG,345,0.13,0.32999999999999996,1.229996,1.1091,96,True,63.9
yoaB,345,0.13,0.8160000000000001,1.705112,1.3058,166,True,66.6
ycgI,344,0.13,0.0,0.514757,0.7175,207,True,74.1
bamE,342,0.13,0.25,1.112337,1.0547,130,True,84.9
frwD,342,0.13,0.0,2.026904,1.4237,131,True,51.9
hybF,342,0.13,0.0,0.918523,0.9584,223,True,83.0
symE,342,0.13,0.0,0.927395,0.9630,147,True,48.4
raiA,342,0.13,0.382,0.853393,0.9238,227,True,155.4
ybaQ,342,0.13,0.256,0.856617,0.9255,224,True,141.1
yiaB,342,0.13,0.0,0.873443,0.9346,140,True,47.5
ykfI,342,0.13,0.0,0.705502,0.8399,96,True,31.8
yebY,342,0.13,0.396,1.010618,1.0053,293,True,194.2
ymdE,342,0.13,0.0,0.537675,0.7333,43,True,13.4
ykiA,342,0.13,0.0,1.412507,1.1885,187,True,68.9
ymfI,342,0.13,0.0,0.906299,0.9520,222,True,88.1
ynfB,342,0.13,0.446,1.068223,1.0335,212,True,124.4
ytfP,342,0.13,0.152,1.846591,1.3589,185,True,101.1
cutA,339,0.13,0.06999999999999999,1.294605,1.1378,184,True,96.4
glnB,339,0.13,0.42400000000000004,1.526646,1.2356,170,True,109.1
glnK,339,0.13,0.0,0.575363,0.7585,157,True,48.9
osmE,339,0.13,0.45999999999999996,1.001505,1.0008,126,True,68.0
rcnB,339,0.13,0.0,1.483447,1.2180,291,True,111.0
yagP,339,0.13,0.0,0.815127,0.9028,225,True,110.3
yifE,339,0.13,0.292,1.210918,1.1004,149,True,90.5
ymfM,339,0.13,0.0,0.420352,0.6483,151,True,50.3
eutS,336,0.13,0.0,0.702618,0.8382,140,True,39.8
arnE,336,0.13,0.0,1.927044,1.3882,116,True,59.0
mazF,336,0.13,0.078,0.804785,0.8971,124,True,79.1
fdx,336,0.13,0.306,2.007265,1.4168,221,True,148.1
prlF,336,0.13,0.0,0.975200,0.9875,264,True,94.6
